participant,three_d_questions_1,three_d_questions_2,three_d_questions_3,symmetry_questions_1,symmetry_questions_2,symmetry_questions_3,symmetry_questions_4,iso_persp_questions_1,iso_persp_questions_2,iso_persp_questions_3,iso_persp_questions_4,flat_pattern_questions_1,flat_pattern_questions_2,flat_pattern_questions_3,flat_pattern_questions_4,real_life_questions_1,real_life_questions_2,real_life_questions_3,real_life_questions_4,real_life_questions_5,real_life_questions_6,real_life_questions_7,real_life_questions_8,real_life_questions_9,real_life_questions_10,chooserandom_1,training_1,SE1_1,first_block_1,SE1_pos_1,SE1_pos_2,SE1_pos_3,SE1_pos_4,SE1_pos_5,SE1_pos_6,SE1_pos_7,SE1_pos_8,SE1_neg_1,SE1_neg_2,SE1_neg_3,SE1_neg_4,SE1_neg_5,SE1_neg_6,SE1_neg_7,SE1_neg_8,SE2_1,second_block_1,SE2_pos_1,SE2_pos_2,SE2_pos_3,SE2_pos_4,SE2_pos_5,SE2_pos_6,SE2_pos_7,SE2_pos_8,SE2_neg_1,SE2_neg_2,SE2_neg_3,SE2_neg_4,SE2_neg_5,SE2_neg_6,SE2_neg_7,SE2_neg_8,SE3_1,third_block_1,SE3_pos_1,SE3_pos_2,SE3_pos_3,SE3_pos_4,SE3_pos_5,SE3_pos_6,SE3_pos_7,SE3_pos_8,SE3_neg_1,SE3_neg_2,SE3_neg_3,SE3_neg_4,SE3_neg_5,SE3_neg_6,SE3_neg_7,SE3_neg_8,SE4_1,fourth_block_1,SE4_pos_1,SE4_pos_2,SE4_pos_3,SE4_pos_4,SE4_pos_5,SE4_pos_6,SE4_pos_7,SE4_pos_8,SE4_neg_1,SE4_neg_2,SE4_neg_3,SE4_neg_4,SE4_neg_5,SE4_neg_6,SE4_neg_7,SE4_neg_8,SE5_1,fifth_block_1,SE5_pos_1,SE5_pos_2,SE5_pos_3,SE5_pos_4,SE5_pos_5,SE5_pos_6,SE5_pos_7,SE5_pos_8,SE5_neg_1,SE5_neg_2,SE5_neg_3,SE5_neg_4,SE5_neg_5,SE5_neg_6,SE5_neg_7,SE5_neg_8,SE6_1,sixth_block_1,SE6_pos_1,SE6_pos_2,SE6_pos_3,SE6_pos_4,SE6_pos_5,SE6_pos_6,SE6_pos_7,SE6_pos_8,SE6_neg_1,SE6_neg_2,SE6_neg_3,SE6_neg_4,SE6_neg_5,SE6_neg_6,SE6_neg_7,SE6_neg_8,liking_1,importance_1,age_1,sex_1,educ_1,educ_field_1,educ_field_other,aboutwhat_1,t1,t2,t3,t4,score_1,time_1,time_out_1,score_2,time_2,time_out_2,score_3,time_3,time_out_3,score_4,time_4,time_out_4,score_5,time_5,time_out_5,score_6,time_6,time_out_6,TIME_start,TIME_end,TIME_total
s.ccae118a-0cd6-48f7-b2a8-06a640713b03.txt,7,5,6,6,6,4,4,6,6,7,6,4,6,7,5,3,6,5,7,7,5,7,3,3,7,4,three_d_training.2023-12-27-1358.data.ccae118a-0cd6-48f7-b2a8-06a640713b03.txt,4,task_3d_rotation.2023-12-27-1401.data.ccae118a-0cd6-48f7-b2a8-06a640713b03.txt,"","","","","","","","","","","","","","","","",4,task_3d_rotation_2.2023-12-27-1402.data.ccae118a-0cd6-48f7-b2a8-06a640713b03.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_3.2023-12-27-1404.data.ccae118a-0cd6-48f7-b2a8-06a640713b03.txt,10,"","","","","","","","","","","","","","","",5,task_3d_rotation_4.2023-12-27-1408.data.ccae118a-0cd6-48f7-b2a8-06a640713b03.txt,10,"","","","","","","","","","","","","","","",6,task_3d_rotation_5.2023-12-27-1410.data.ccae118a-0cd6-48f7-b2a8-06a640713b03.txt,"","","","","","","","",8,"","","","","","","",5,task_3d_rotation_6.2023-12-27-1412.data.ccae118a-0cd6-48f7-b2a8-06a640713b03.txt,"","","","","","","","",8,"","","","","","","",4,4,19,1,2,2,"","Cilvēki, kuri uzskata, ka ir spējīgāki veikt mentālās rotācijas uzdevumu, spēj to izdarīt sliktāk kā tie, kuri sevi vērtēja zemāk.","","","","",7,4723,"",10,4060,"",9,4291,"",8,4260,"",10,4016,"",10,3225,"",2023-12-27-13-47,2023-12-27-14-17,30
s.2d4544b6-a9b9-4ef6-995d-ec507ae9f2f0.txt,6,5,6,8,8,8,8,5,6,6,6,4,4,2,2,7,5,6,5,4,3,5,3,5,5,5,three_d_training.2023-12-06-1217.data.2d4544b6-a9b9-4ef6-995d-ec507ae9f2f0.txt,5,task_3d_rotation.2023-12-06-1219.data.2d4544b6-a9b9-4ef6-995d-ec507ae9f2f0.txt,10,"","","","","","","","","","","","","","","",4,task_3d_rotation_2.2023-12-06-1221.data.2d4544b6-a9b9-4ef6-995d-ec507ae9f2f0.txt,10,"","","","","","","","","","","","","","","",6,task_3d_rotation_3.2023-12-06-1222.data.2d4544b6-a9b9-4ef6-995d-ec507ae9f2f0.txt,"","","","","","","","",8,"","","","","","","",5,task_3d_rotation_4.2023-12-06-1223.data.2d4544b6-a9b9-4ef6-995d-ec507ae9f2f0.txt,"","","","","","","","",7,"","","","","","","",4,task_3d_rotation_5.2023-12-06-1225.data.2d4544b6-a9b9-4ef6-995d-ec507ae9f2f0.txt,"","","","","","","","","","","","","","","","",3,task_3d_rotation_6.2023-12-06-1226.data.2d4544b6-a9b9-4ef6-995d-ec507ae9f2f0.txt,"","","","","","","","","","","","","","","","",4,5,23,1,2,4,"","jo augstāka pašefektivitāte, jo lielāks sniegums ","","","","",9,3939,"",10,3812,"",10,3025,"",9,3735,"",7,3422,"",7,2943,"",2023-12-06-12-07,"",""
s.c35cea56-1098-4821-8767-f45a0c407add.txt,3,2,6,4,6,5,5,2,2,2,3,3,4,5,6,2,2,7,8,8,3,7,6,5,7,6,three_d_training.2023-12-08-1530.data.c35cea56-1098-4821-8767-f45a0c407add.txt,3,task_3d_rotation.2023-12-08-1532.data.c35cea56-1098-4821-8767-f45a0c407add.txt,"","","","","","","","",5,"","","","","","","",3,task_3d_rotation_2.2023-12-08-1533.data.c35cea56-1098-4821-8767-f45a0c407add.txt,"","","","","","","","",8,"","","","","","","",4,task_3d_rotation_3.2023-12-08-1535.data.c35cea56-1098-4821-8767-f45a0c407add.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_4.2023-12-08-1536.data.c35cea56-1098-4821-8767-f45a0c407add.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_5.2023-12-08-1537.data.c35cea56-1098-4821-8767-f45a0c407add.txt,10,"","","","","","","","","","","","","","","",5,task_3d_rotation_6.2023-12-08-1538.data.c35cea56-1098-4821-8767-f45a0c407add.txt,10,"","","","","","","","","","","","","","","",2,5,29,1,4,2,"","Kaut kas par savu spēju novērtējumu atkarībā no ""pareizi"" sniegto atbilžu skaita.","","","","",7,3876,"",10,4220,"",9,4151,"",9,4559,"",10,3117,"",9,3465,"",2023-12-08-15-19,2023-12-08-15-43,24
s.a0b1d2a3-4931-413f-9763-3a0a95f68443.txt,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,three_d_training.2024-02-23-1632.data.a0b1d2a3-4931-413f-9763-3a0a95f68443.txt,5,task_3d_rotation.2024-02-23-1632.data.a0b1d2a3-4931-413f-9763-3a0a95f68443.txt,"","","","","","","","",7,"","","","","","","",5,task_3d_rotation_2.2024-02-23-1633.data.a0b1d2a3-4931-413f-9763-3a0a95f68443.txt,"","","","","","","","",8,"","","","","","","",5,task_3d_rotation_3.2024-02-23-1633.data.a0b1d2a3-4931-413f-9763-3a0a95f68443.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_4.2024-02-23-1634.data.a0b1d2a3-4931-413f-9763-3a0a95f68443.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_5.2024-02-23-1634.data.a0b1d2a3-4931-413f-9763-3a0a95f68443.txt,10,"","","","","","","","","","","","","","","",5,"",10,"","","","","","","","","","","","","","","",2,3,14,2,2,2,"",RONALDS CINKS,2,2,2,2,9,1390,0,10,934,0,10,1198,0,10,979,0,10,875,0,10,1172,0,2024-02-23-16-30,2024-02-23-16-37,7
s.8559e840-2047-4a88-b5c5-fcb67793d942.txt,8,8,6,8,7,7,7,6,6,5,6,6,6,7,6,2,2,8,7,3,8,5,2,2,3,4,three_d_training.2024-02-20-1700.data.8559e840-2047-4a88-b5c5-fcb67793d942.txt,5,task_3d_rotation.2024-02-20-1701.data.8559e840-2047-4a88-b5c5-fcb67793d942.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_2.2024-02-20-1703.data.8559e840-2047-4a88-b5c5-fcb67793d942.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_3.2024-02-20-1704.data.8559e840-2047-4a88-b5c5-fcb67793d942.txt,9,"","","","","","","","","","","","","","","",5,task_3d_rotation_4.2024-02-20-1706.data.8559e840-2047-4a88-b5c5-fcb67793d942.txt,8,"","","","","","","","","","","","","","","",5,task_3d_rotation_5.2024-02-20-1707.data.8559e840-2047-4a88-b5c5-fcb67793d942.txt,"","","","","","","","",5,"","","","","","","",5,task_3d_rotation_6.2024-02-20-1708.data.8559e840-2047-4a88-b5c5-fcb67793d942.txt,"","","","","","","","",7,"","","","","","","",4,4,38,1,4,2,"","kā mainās cilvēku novērtējums par savām spējām, ja redz savus praktiskā darba rezultātus ilgtermiņā","","","","",9,3579,"",8,3660,"",7,4752,"",6,2914,"",7,3323,"",9,3515,"",2024-02-20-16-53,"",""
s.aed9cee6-0092-4df2-90ae-e0a31eebeba2.txt,8,7,7,8,7,7,6,8,6,7,7,7,6,5,5,4,3,8,8,7,6,5,2,2,7,6,three_d_training.2024-01-06-1910.data.aed9cee6-0092-4df2-90ae-e0a31eebeba2.txt,6,task_3d_rotation.2024-01-06-1911.data.aed9cee6-0092-4df2-90ae-e0a31eebeba2.txt,"","","","","","","","",7,"","","","","","","",4,task_3d_rotation_2.2024-01-06-1913.data.aed9cee6-0092-4df2-90ae-e0a31eebeba2.txt,"","","","","","","","",7,"","","","","","","",4,task_3d_rotation_3.2024-01-06-1914.data.aed9cee6-0092-4df2-90ae-e0a31eebeba2.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_4.2024-01-06-1915.data.aed9cee6-0092-4df2-90ae-e0a31eebeba2.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_5.2024-01-06-1916.data.aed9cee6-0092-4df2-90ae-e0a31eebeba2.txt,10,"","","","","","","","","","","","","","","",5,task_3d_rotation_6.2024-01-06-1917.data.aed9cee6-0092-4df2-90ae-e0a31eebeba2.txt,10,"","","","","","","","","","","","","","","",5,6,21,1,2,2,"",Mentālās rotācijas spēju rezultāti ietekmē pārliecību par savām spējām,"","","","",9,3373,"",9,3838,"",9,3316,"",9,3168,"",8,3450,"",10,3435,"",2024-01-06-18-59,2024-01-06-19-24,25
s.820f2e22-eb5f-4d37-85b8-0ef5b789d8fc.txt,6,6,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2023-12-11-12-59,"",""
s.bcc7c070-ada3-4e53-80e3-7a88705efcc7.txt,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,three_d_training.2024-01-17-1659.data.bcc7c070-ada3-4e53-80e3-7a88705efcc7.txt,5,task_3d_rotation.2024-01-17-1659.data.bcc7c070-ada3-4e53-80e3-7a88705efcc7.txt,10,"","","","","","","","","","","","","","","",6,task_3d_rotation_2.2024-01-17-1700.data.bcc7c070-ada3-4e53-80e3-7a88705efcc7.txt,8,"","","","","","","","","","","","","","","",5,task_3d_rotation_3.2024-01-17-1700.data.bcc7c070-ada3-4e53-80e3-7a88705efcc7.txt,"","","","","","","","",1,"","","","","","","",4,task_3d_rotation_4.2024-01-17-1701.data.bcc7c070-ada3-4e53-80e3-7a88705efcc7.txt,"","","","","","","","",4,"","","","","","","",5,task_3d_rotation_5.2024-01-17-1701.data.bcc7c070-ada3-4e53-80e3-7a88705efcc7.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_6.2024-01-17-1701.data.bcc7c070-ada3-4e53-80e3-7a88705efcc7.txt,"","","","","","","","","","","","","","","","",2,3,14,2,1,1,"",RONALDS CINKS,"","","","",10,1147,"",6,430,"",2,227,"",6,303,"",7,306,"",5,249,"",2024-01-17-16-57,2024-01-17-17-02,5
s.95be9ad6-045a-4a8e-9e8d-b139775baaa4.txt,4,5,5,7,8,7,5,4,4,4,4,5,5,4,4,2,5,2,8,6,2,8,2,6,7,3,three_d_training.2024-02-05-2058.data.95be9ad6-045a-4a8e-9e8d-b139775baaa4.txt,2,task_3d_rotation.2024-02-05-2100.data.95be9ad6-045a-4a8e-9e8d-b139775baaa4.txt,"","","","","","","","",7,"","","","","","","",2,task_3d_rotation_2.2024-02-05-2102.data.95be9ad6-045a-4a8e-9e8d-b139775baaa4.txt,"","","","","","","","",4,"","","","","","","",2,task_3d_rotation_3.2024-02-05-2105.data.95be9ad6-045a-4a8e-9e8d-b139775baaa4.txt,"","","","","","","","","","","","","","","","",3,task_3d_rotation_4.2024-02-05-2107.data.95be9ad6-045a-4a8e-9e8d-b139775baaa4.txt,"","","","","","","","","","","","","","","","",2,task_3d_rotation_5.2024-02-05-2108.data.95be9ad6-045a-4a8e-9e8d-b139775baaa4.txt,10,"","","","","","","","","","","","","","","",3,task_3d_rotation_6.2024-02-05-2110.data.95be9ad6-045a-4a8e-9e8d-b139775baaa4.txt,10,"","","","","","","","","","","","","","","",3,6,34,1,4,2,"","Vai salīdzinoši īsā laikā var uzlabot mentālās rotācijas rezultātus, kas atmostās no zemapziņas pēc vingrinājumu veikšanas :) :)","","","","",9,4583,"",6,5850,"",6,5249,"",5,4110,"",8,3758,"",8,3363,"",2024-02-05-20-43,2024-02-05-21-18,35
s.cf3d242d-b56c-434c-80b6-2816ea5fbe7b.txt,8,7,8,8,8,6,6,6,6,5,5,8,7,6,8,2,6,5,7,3,5,7,6,7,6,3,three_d_training.2024-01-09-1500.data.cf3d242d-b56c-434c-80b6-2816ea5fbe7b.txt,4,task_3d_rotation.2024-01-09-1503.data.cf3d242d-b56c-434c-80b6-2816ea5fbe7b.txt,"","","","","","","","",6,"","","","","","","",3,task_3d_rotation_2.2024-01-09-1616.data.cf3d242d-b56c-434c-80b6-2816ea5fbe7b.txt,"","","","","","","","",6,"","","","","","","",3,task_3d_rotation_3.2024-01-09-1619.data.cf3d242d-b56c-434c-80b6-2816ea5fbe7b.txt,"","","","","","","","","","","","","","","","",3,task_3d_rotation_4.2024-01-09-1621.data.cf3d242d-b56c-434c-80b6-2816ea5fbe7b.txt,"","","","","","","","","","","","","","","","",3,task_3d_rotation_5.2024-01-09-1623.data.cf3d242d-b56c-434c-80b6-2816ea5fbe7b.txt,5,"","","","","","","","","","","","","","","",2,task_3d_rotation_6.2024-01-09-1624.data.cf3d242d-b56c-434c-80b6-2816ea5fbe7b.txt,6,"","","","","","","","","","","","","","","",5,5,24,1,1,2,"","Cilvēki, kuriem vizuālā domāšana ir vairāk attīstīta, spēj ātrāk risināt problēmsituācijas.","","","","",8,4818,"",8,4146,"",6,5133,"",5,3686,"",3,3970,"",4,3934,"",2024-01-09-14-47,2024-01-09-16-31,104
s.321459d5-e8c3-42ed-b658-2451c88f4c42.txt,5,4,6,7,7,6,7,5,4,4,4,4,4,4,4,4,4,5,7,6,5,5,4,3,4,4,three_d_training.2024-01-18-1318.data.321459d5-e8c3-42ed-b658-2451c88f4c42.txt,4,task_3d_rotation.2024-01-18-1320.data.321459d5-e8c3-42ed-b658-2451c88f4c42.txt,"","","","","","","","","","","","","","","","",4,task_3d_rotation_2.2024-01-18-1321.data.321459d5-e8c3-42ed-b658-2451c88f4c42.txt,"","","","","","","","","","","","","","","","",4,task_3d_rotation_3.2024-01-18-1322.data.321459d5-e8c3-42ed-b658-2451c88f4c42.txt,10,"","","","","","","","","","","","","","","",3,task_3d_rotation_4.2024-01-18-1324.data.321459d5-e8c3-42ed-b658-2451c88f4c42.txt,10,"","","","","","","","","","","","","","","",4,task_3d_rotation_5.2024-01-18-1325.data.321459d5-e8c3-42ed-b658-2451c88f4c42.txt,"","","","","","","","",7,"","","","","","","",3,task_3d_rotation_6.2024-01-18-1326.data.321459d5-e8c3-42ed-b658-2451c88f4c42.txt,"","","","","","","","",8,"","","","","","","",3,5,33,1,4,5,Ekonomikā,"Vai ir kāda sasaite ar cilvēka izglītību/vecumu, pašpārliecinātību(par saviem rezultātiem) un faktiskiem rādītājiem - izpildījumu. Vai tas ietekmē cilvēka atbildes - sniegumu. ","","","","",9,4268,"",10,3692,"",8,3565,"",10,3800,"",9,3826,"",10,3080,"",2024-01-18-12-59,2024-01-18-13-35,36
s.7a01d855-f16c-4fd8-842e-2770130425c9.txt,6,4,6,7,7,4,4,7,7,7,7,4,4,4,4,3,4,4,5,4,4,5,3,4,5,5,three_d_training.2024-02-23-1650.data.7a01d855-f16c-4fd8-842e-2770130425c9.txt,3,task_3d_rotation.2024-02-23-1652.data.7a01d855-f16c-4fd8-842e-2770130425c9.txt,6,"","","","","","","","","","","","","","","",3,task_3d_rotation_2.2024-02-23-1654.data.7a01d855-f16c-4fd8-842e-2770130425c9.txt,9,"","","","","","","","","","","","","","","",3,task_3d_rotation_3.2024-02-23-1656.data.7a01d855-f16c-4fd8-842e-2770130425c9.txt,"","","","","","","","",3,"","","","","","","",3,task_3d_rotation_4.2024-02-23-1657.data.7a01d855-f16c-4fd8-842e-2770130425c9.txt,"","","","","","","","",2,"","","","","","","",3,task_3d_rotation_5.2024-02-23-1658.data.7a01d855-f16c-4fd8-842e-2770130425c9.txt,"","","","","","","","","","","","","","","","",3,task_3d_rotation_6.2024-02-23-1659.data.7a01d855-f16c-4fd8-842e-2770130425c9.txt,"","","","","","","","","","","","","","","","",2,6,26,1,4,2,"","To, kā izdošanās/ neizdošanās saistās ar pārliecinātību par savām spējām, tālāko sniegumu.",2,2,4,3,4,4726,0,7,3080,0,5,3359,0,4,3209,1,6,3946,0,8,3731,0,2024-02-23-16-40,2024-02-23-17-04,24
s.ce4772b7-bb0f-4bd2-859f-020212bdcece.txt,8,7,8,8,8,8,3,6,5,8,8,4,4,3,3,4,5,6,8,2,3,5,7,5,8,1,three_d_training.2023-12-11-0842.data.ce4772b7-bb0f-4bd2-859f-020212bdcece.txt,3,task_3d_rotation.2023-12-11-0843.data.ce4772b7-bb0f-4bd2-859f-020212bdcece.txt,"","","","","","","","","","","","","","","","",4,task_3d_rotation_2.2023-12-11-0845.data.ce4772b7-bb0f-4bd2-859f-020212bdcece.txt,"","","","","","","","","","","","","","","","",5,task_3d_rotation_3.2023-12-11-0846.data.ce4772b7-bb0f-4bd2-859f-020212bdcece.txt,10,"","","","","","","","","","","","","","","",6,task_3d_rotation_4.2023-12-11-0847.data.ce4772b7-bb0f-4bd2-859f-020212bdcece.txt,10,"","","","","","","","","","","","","","","",7,task_3d_rotation_5.2023-12-11-0849.data.ce4772b7-bb0f-4bd2-859f-020212bdcece.txt,"","","","","","","","",5,"","","","","","","",6,task_3d_rotation_6.2023-12-11-0850.data.ce4772b7-bb0f-4bd2-859f-020212bdcece.txt,"","","","","","","","",4,"","","","","","","",5,4,39,1,4,4,"",mentālās rotācijas spējas pasliktinās stresa un novērtēšanas situācijās.,"","","","",7,3049,"",7,2312,"",9,2891,"",8,2540,"",7,3585,"",6,2975,"",2023-12-11-08-34,2023-12-11-08-53,19
